"National.Database.Number","Genus","Common.Name","Affiliation","City...from.strandings.table","County","State","Locality.Detail","Latitude","Latitude.Units","Longitude","Longitude.Units","Year.of.Observation","Observation.Date","Mammal.Type"
"NW-2008-1086041","Phoca","Seal, harbor","WDFW/MMI","Purdy","Pierce","WA","Inside Purdy Lagoon","47.3828","dd.dddd","Ð122.6346","dd.dddd",2008,"2008-NOV-20","Pinniped"
"NW-2008-1086043","Phoca","Seal, harbor","WDFW/MMI","Tacoma","Pierce","WA","near Point Defiance boat house","47.3069","dd.dddd","Ð122.5175","dd.dddd",2008,"2008-NOV-20","Pinniped"
"NW-2008-1086045","Phoca","Seal, harbor","WDFW/MMI","Gig Harbor","Pierce","WA","1 Pt Fosdick","47.2547","dd.dddd","Ð122.5866","dd.dddd",2008,"2008-NOV-23","Pinniped"
"NW-2008-1086047","Phoca","Seal, harbor","WDFW/MMI","Camano Island","Snohomish","WA","between Camano Island and S. Tip of Whidbey Island","48.0482","dd.dddd","Ð122.3717","dd.dddd",2008,"2008-NOV-04","Pinniped"
"NW-2008-1085653","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","Hogan Point, McNeil Island","47.2046","dd.dddd","Ð122.7229","dd.dddd",2008,"2008-JUN-04","Pinniped"
"NW-2007-1085655","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side of GI","47.2173","dd.dddd","Ð122.6556","dd.dddd",2007,"2007-JUN-18","Pinniped"
"NW-2008-1085657","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","NW side","14.2178","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-JUN-18","Pinniped"
"NW-2008-1085661","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side Mid GI","47.2173","dd.dddd","Ð122.6556","dd.dddd",2008,"2008-JUN-24","Pinniped"
"NW-2008-1085663","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","S Woodard Bay Log Raft","47.1356","dd.dddd","Ð122.8379","dd.dddd",2008,"2008-JUN-18","Pinniped"
"NW-2008-1085665","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","S Woodard Bay Main log raft","47.1356","dd.dddd","Ð122.8379","dd.dddd",2008,"2008-JUN-18","Pinniped"
"NW-2008-1085667","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay on S. main log raft haulout","47.1356","dd.dddd","Ð122.8379","dd.dddd",2008,"2008-JUL-23","Pinniped"
"NW-2008-1085669","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay-north end of S. main log raft","47.1373","dd.dddd","Ð122.8408","dd.dddd",2008,"2008-AUG-01","Pinniped"
"NW-2008-1085671","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay south float","47.1357","dd.dddd","Ð122.8412","dd.dddd",2008,"2008-AUG-01","Pinniped"
"NW-2008-1085809","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","East side Gertrude mid island high tide","47.218","dd.dddd","Ð122.6553","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1085811","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","At Gertrude Is. Haulout on E. side mid tide line","47.2167","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1086051","Phoca","Seal, harbor","WDFW/MMI","Kingston","Kitsap","WA","by ferry","47.7979","dd.dddd","Ð122.4943","dd.dddd",2008,"2008-NOV-28","Pinniped"
"NW-2008-1086053","Phoca","Seal, harbor","WDFW/MMI","Poulsbo","Kitsap","WA","Liberty Bay Marina","47.7313","dd.dddd","Ð122.6449","dd.dddd",2008,"2008-NOV-26","Pinniped"
"NW-2008-1086055","Zalophus","Sea lion, California","WDFW/MMI","Ocean Shores","Grays Harbor","WA","Off Ilihee Beach access","47.0193","dd.dddd","Ð124.1738","dd.dddd",2008,"2008-DEC-08","Pinniped"
"NW-2008-1086057","Phoca","Seal, harbor","WDFW/MMI","Westport","Grays Harbor","WA","in USCG boathouse, Westport","46.9043","dd.dddd","Ð124.1049","dd.dddd",2008,"2008-DEC-09","Pinniped"
"NW-2008-1086059","Phoca","Seal, harbor","WDFW/MMI","Belfair","Mason","WA","6781 North Shore Dr. Belfair, WA","47.4064","dd.dddd","Ð122.9374","dd.dddd",2008,"2008-DEC-28","Pinniped"
"NW-2008-1086061","Phoca","Seal, harbor","WDFW/MMI","Fox Island","Pierce","WA","W. side of Fox Island across from Wollocet","47.2771","dd.dddd","Ð122.6651","dd.dddd",2008,"2008-AUG-24","Pinniped"
"NW-2008-1086063","Phoca","Seal, harbor","WDFW/MMI","Purdy","Pierce","WA","HWY 302 behind island espresso, Purdy","47.3761","dd.dddd","Ð122.6224","dd.dddd",2008,"2008-AUG-25","Pinniped"
"NW-2008-1086065","Phoca","Seal, harbor","WDFW/MMI","Purdy","Pierce","WA","mid Purdy spit just off SE side of 302","47.3759","dd.dddd","Ð122.6264","dd.dddd",2008,"2008-AUG-27","Pinniped"
"NW-2008-1085673","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","North Woodard Bay on dock next to covered slip","47.1429","dd.dddd","Ð122.8425","dd.dddd",2008,"2008-AUG-03","Pinniped"
"NW-2008-1085675","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay-South log booms on far end","47.1429","dd.dddd","Ð122.8425","dd.dddd",2008,"2008-AUG-12","Pinniped"
"NW-2008-1085677","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay DNR area","47.1356","dd.dddd","Ð122.8379","dd.dddd",2008,"2008-JUN-25","Pinniped"
"NW-2008-1085679","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","Woodard Bay-Near covered slip","47.1429","dd.dddd","Ð122.8425","dd.dddd",2008,"2008-AUG-14","Pinniped"
"NW-2008-1085681","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","WATER TAXI NEAR ALKI","47.5897","dd.dddd","Ð122.3809","dd.dddd",2008,"2008-JAN-29","Pinniped"
"NW-2008-1085813","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","East side Gertrude Island behind blind","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1085815","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","East side of Gertrude Island mid Island","47.2001","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1085817","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","W. side of Gertrude Island just north of blind","47.2179","dd.dddd","Ð122.6565","dd.dddd",2008,"2008-AUG-27","Pinniped"
"NW-2008-1085819","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","Baldwin point at high tide mark","47.2205","dd.dddd","Ð122.6675","dd.dddd",2008,"2008-AUG-27","Pinniped"
"NW-2008-1085821","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","W. Side mid island","47.2179","dd.dddd","Ð122.6553","dd.dddd",2008,"2008-AUG-27","Pinniped"
"NW-2008-1085823","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island east side","47.218","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1085825","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side of Gertrude near pickle weed","47.218","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-AUG-30","Pinniped"
"NW-2008-1085827","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side Gertrude Island","47.218","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-AUG-20","Pinniped"
"NW-2008-1085829","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-02","Pinniped"
"NW-2008-1086067","Phoca","Seal, harbor","WDFW/MMI","Gig Harbor","Pierce","WA","Minter Creek Bay","47.3263","dd.dddd","Ð122.5725","dd.dddd",2008,"2008-AUG-22","Pinniped"
"NW-2008-1086069","Phoca","Seal, harbor","WDFW/MMI","Poulsbo","Kitsap","WA","Liberty Bay","47.7276","dd.dddd","Ð122.6503","dd.dddd",2008,"2008-AUG-14","Pinniped"
"NW-2008-1086071","Phoca","Seal, harbor","WDFW/MMI","Lofall","Kitsap","WA","Lofall-Hood Canal","47.6582","dd.dddd","Ð122.8066","dd.dddd",2008,"2008-AUG-25","Pinniped"
"NW-2008-1086073","Phoca","Seal, harbor","WDFW/MMI","Manchester","Kitsap","WA","NOAA/ EPA Manchester lab","47.5741","dd.dddd","Ð122547442","dd.dddd",2008,"2008-AUG-08","Pinniped"
"NW-2008-1086075","Phoca","Seal, harbor","WDFW/MMI","Bainbridge Island","Kitsap","WA","10870 Broomgerie Rd","47.643","dd.dddd","Ð122.5295","dd.dddd",2008,"2008-SEP-07","Pinniped"
"NW-2008-1086077","Phoca","Seal, harbor","WDFW/MMI","Bainbridge Island","Kitsap","WA","10870 Boomgerrie Rd, WA","47.643","dd.dddd","Ð122.5295","dd.dddd",2008,"2008-SEP-07","Pinniped"
"NW-2008-1086079","Phoca","Seal, harbor","WDFW/MMI","Steilacoom","Pierce","WA","Sunnyside Beach","47.2825","dd.dddd","Ð122.5066","dd.dddd",2008,"2008-SEP-07","Pinniped"
"NW-2008-1086081","Phoca","Seal, harbor","WDFW/MMI","Tacoma","Pierce","WA","Browns point by boat house","47.2751","dd.dddd","Ð122.4195","dd.dddd",2008,"2008-SEP-16","Pinniped"
"NW-2008-1086083","Phoca","Seal, harbor","WDFW/MMI","Manchester","Kitsap","WA","NOAA/EPA lab","47.5652","dd.dddd","Ð122.5501","dd.dddd",2008,"2008-SEP-05","Pinniped"
"NW-2008-1086085","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","West side Johnson point","47.1779","dd.dddd","Ð122.8154","dd.dddd",2008,"2008-SEP-19","Pinniped"
"NW-2008-1085683","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Elliot Bay, Magnolia","47.626","dd.dddd","Ð122.3925","dd.dddd",2008,"2008-JAN-29","Pinniped"
"NW-2008-1085687","Phoca","Seal, harbor","WDFW/MMI","Westport","Grays Harbor","WA","Bottle Beach","46.8876","dd.dddd","Ð124.0894","dd.dddd",2008,"2008-FEB-16","Pinniped"
"NW-2008-1085689","Phoca","Seal, harbor","WDFW/MMI","Westport","Grays Harbor","WA","Westhaven Park","46.9027","dd.dddd","Ð124.1386","dd.dddd",2008,"2008-FEB-02","Pinniped"
"NW-2008-1085691","Phoca","Seal, harbor","WDFW/MMI","Federal Way","King","WA","1508 311th pl, Federal Way","47.321","dd.dddd","Ð122.3932","dd.dddd",2008,"2008-FEB-22","Pinniped"
"NW-2008-1085693","Phoca","Seal, harbor","WDFW/MMI","Bremerton","Kitsap","WA","3739 bahia vista dr","47.5993","dd.dddd","Ð122.593","dd.dddd",2008,"2008-FEB-27","Pinniped"
"NW-2008-1085695","Eumetopias","Sea lion, Steller","WDFW/MMI","Nahcotta","Pacific","WA","2720 sanridge rd, Nahcotta","46.5022","dd.dddd","Ð124.0253","dd.dddd",2008,"2008-FEB-28","Pinniped"
"NW-2008-1085697","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","9700 - 50th St, Seattle","47.5178","dd.dddd","Ð122.3926","dd.dddd",2008,"2008-MAR-17","Pinniped"
"NW-2008-1085831","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","Northwest side of McNeil across from Gertrude","47.2212","dd.dddd","Ð122.6674","dd.dddd",2008,"2008-SEP-02","Pinniped"
"NW-2008-1085833","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","Northwest side of McNeil across from Gertrude","47.2212","dd.dddd","Ð122.6674","dd.dddd",2008,"2008-SEP-02","Pinniped"
"NW-2008-1085835","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Northwest side of McNeil across from Gertrude","47.2212","dd.dddd","Ð122.6674","dd.dddd",2008,"2008-SEP-02","Pinniped"
"NW-2008-1085837","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island E. side mid island by land bridge","47.2171","dd.dddd","Ð122.66","dd.dddd",2008,"2008-SEP-05","Pinniped"
"NW-2008-1085839","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side Tip of Gertrude Island","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-02","Pinniped"
"NW-2008-1085841","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island tip high tide line","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-05","Pinniped"
"NW-2008-1085843","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side of Gertrude Island","47.218","dd.dddd","Ð122.6563","dd.dddd",2008,"2008-SEP-12","Pinniped"
"NW-2008-1085845","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","In capture net on tip of Gertrude Is.","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-12","Pinniped"
"NW-2008-1085847","Phoca","Seal, harbor","WDFW/MMI","Olympia","Thurston","WA","N side of Woodard Bay at Private dock","47.1429","dd.dddd","Ð122.8425","dd.dddd",2008,"2008-JUN-12","Pinniped"
"NW-2008-1086087","Phoca","Seal, harbor","WDFW/MMI","Westport","Grays Harbor","WA","1/4 mile south of Bonge Ave.","46.8678","dd.dddd","Ð124.1139","dd.dddd",2008,"2008-SEP-19","Pinniped"
"NW-2008-1086089","Phoca","Seal, harbor","WDFW/MMI","Grayland","Pacific","WA","1 mile south of county line","46.81","dd.dddd","Ð124.1014","dd.dddd",2008,"2008-SEP-21","Pinniped"
"NW-2008-1086091","Phoca","Seal, harbor","WDFW/MMI","Port Orchard","Kitsap","WA","9300 block of se Cornell rd","47.5378","decimal degrees","Ð122.6656","decimal degrees",2008,"2008-SEP-29","Pinniped"
"NW-2008-1086093","Phoca","Seal, harbor","WDFW/MMI","Silverdale","Kitsap","WA","Water front park","47.6474","dd.dddd","Ð122.6884","dd.dddd",2008,"2008-SEP-27","Pinniped"
"NW-2008-1086095","Phoca","Seal, harbor","WDFW/MMI","Port Orchard","Kitsap","WA","1083 SW Bay St","47.5378","dd.dddd","Ð122.6656","dd.dddd",2008,"2008-SEP-29","Pinniped"
"NW-2008-1086097","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","East of gravel pit, Mc Neil Island","47.2082","dd.dddd","Ð122.6575","dd.dddd",2008,"2008-SEP-13","Pinniped"
"NW-2008-1086099","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","NE Side Gertrude Island","47.2179","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-26","Pinniped"
"NW-2008-1086101","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","E side Gertrude Island at land bridge","47.2179","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-AUG-27","Pinniped"
"NW-2008-1086103","Eumetopias","Sea lion, Steller","WDFW/MMI","Ocean Shores","Grays Harbor","WA","just south of ocean lake","46.976","dd.dddd","Ð124.1695","dd.dddd",2008,"2008-JAN-15","Pinniped"
"NW-2008-1085699","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Arroyo Beach, Seattle","47.5011","dd.dddd","Ð122.385","dd.dddd",2008,"2008-MAR-16","Pinniped"
"NW-2008-1085701","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Lincoln Park, Seattle","47.5255","dd.dddd","Ð122.4015","dd.dddd",2008,"2008-MAR-20","Pinniped"
"NW-2008-1085703","Phoca","Seal, harbor","WDFW/MMI","Federal Way","King","WA","between dash point and Dumas bay","47.3213","dd.dddd","Ð122.3928","dd.dddd",2008,"2008-MAR-12","Pinniped"
"NW-2008-1085705","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Don armeni Boat launch","47.5855","dd.dddd","Ð122.0623","dd.dddd",2008,"2008-MAR-20","Pinniped"
"NW-2008-1085707","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","50th street, Seattle","47.5098","dd.dddd","Ð122.3922","dd.dddd",2008,"2008-MAR-24","Pinniped"
"NW-2008-1085709","Phoca","Seal, harbor","WDFW/MMI","Des Moines","King","WA","South of Des Moines yacht club","47.394","dd.dddd","Ð122.3259","dd.dddd",2008,"2008-MAR-25","Pinniped"
"NW-2008-1085711","Zalophus","Sea lion, California","WDFW/MMI","North Cove","Pacific","WA","1 mile south of North Cove","46.7383","dd.dddd","Ð122.0899","dd.dddd",2008,"2008-MAR-12","Pinniped"
"NW-2008-1085713","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","W side GI tip","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-07","Pinniped"
"NW-2008-1085851","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Alki Beach, Don Armani boat ramp","47.589","dd.dddd","Ð122.376","dd.dddd",2008,"2008-JAN-20","Pinniped"
"NW-2008-1085853","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Just south of Saltys on Alki","47.5853","dd.dddd","Ð122.3725","dd.dddd",2008,"2008-JAN-20","Pinniped"
"NW-2008-1085855","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","32nd city park Magnolia","47.626","dd.dddd","Ð122.3925","dd.dddd",2008,"2008-JAN-16","Pinniped"
"NW-2008-1085857","Phoca","Seal, harbor","WDFW/MMI","Tacoma","Pierce","WA","Browns Point right by Light house","47.3035","dd.dddd","Ð122.4396","dd.dddd",2008,"2008-JAN-22","Pinniped"
"NW-2008-1085859","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip of Gertrude Is.","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-15","Pinniped"
"NW-2008-1085861","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","West side of Gertrude Is. Behind blind","47.2166","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-15","Pinniped"
"NW-2008-1086105","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Shilshole Marina","47.6753","dd.dddd","Ð122.4031","dd.dddd",2008,"2008-JAN-16","Pinniped"
"NW-2008-1086107","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","Shilshole marina","47.6861","dd.dddd","Ð122.4028","dd.dddd",2008,"2008-JAN-16","Pinniped"
"NW-2008-1086111","Phoca","Seal, harbor","WDFW/MMI","Gig Harbor","Pierce","WA","108 Pt Fosdick Dr Nw","47.4407","dd.dddd","Ð122.9982","dd.dddd",2008,"2008-OCT-21","Pinniped"
"NW-2008-1086113","Zalophus","Sea lion, California","WDFW/MMI","Moclips","Grays Harbor","WA","4852 Pacific Ave, Moclips","47.2396","dd.dddd","Ð124.2179","dd.dddd",2008,"2008-OCT-23","Pinniped"
"NW-2008-1086115","Phoca","Seal, harbor","WDFW/MMI","Fox Island","Pierce","WA","North East side of Fox Is.","47.2771","dd.dddd","Ð122.6651","dd.dddd",2008,"2008-OCT-26","Pinniped"
"NW-2008-1086117","Phoca","Seal, harbor","WDFW/MMI","Kingston","Kitsap","WA","12084 Apple Cove Ln, Kingston","48.359","dd.dddd","Ð122.8047","dd.dddd",2008,"2008-OCT-22","Pinniped"
"NW-2008-1086119","Phoca","Seal, harbor","WDFW/MMI","Tacoma","Pierce","WA","NW side of Day Is.","47.3828","dd.dddd","Ð122.6346","dd.dddd",2008,"2008-AUG-02","Pinniped"
"NW-2008-1085715","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","high tide line tip of GI","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-07","Pinniped"
"NW-2008-1085717","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","w side GI at tree line","47.2173","dd.dddd","Ð122.6567","dd.dddd",2008,"2008-JUL-07","Pinniped"
"NW-2008-1085719","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island Tip","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-14","Pinniped"
"NW-2008-1085721","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island tip, Westside","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-15","Pinniped"
"NW-2008-1085723","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island tip, west side","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-15","Pinniped"
"NW-2008-1085725","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip Gertrude Island","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-22","Pinniped"
"NW-2008-1085727","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip of Gertrude Island","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-JUL-22","Pinniped"
"NW-2008-1085729","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","N. side of Baldwin point McNeil Is","47.2205","dd.dddd","Ð122.6675","dd.dddd",2008,"2008-JUL-24","Pinniped"
"NW-2008-1085731","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","West side Gertrude Island - mid island","47.2175","dd.dddd","Ð122.6565","dd.dddd",2008,"2008-JUL-22","Pinniped"
"NW-2008-1085863","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip of Gertrude Is.","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-15","Pinniped"
"NW-2008-1085865","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Middle/West side of Gertrude Island","47.2166","dd.dddd","Ð1226568","dd.dddd",2008,"2008-SEP-15","Pinniped"
"NW-2008-1085867","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip of Gertrude Island below blind","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-27","Pinniped"
"NW-2008-1085869","Phoca","Seal, harbor","WDFW/MMI","McNeil Island","Pierce","WA","Still harbor dock","47.2165","dd.dddd","Ð122.6665","dd.dddd",2008,"2008-SEP-27","Pinniped"
"NW-2008-1085871","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","High tide mark","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-SEP-29","Pinniped"
"NW-2008-1085873","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","East Gertrude Is. Tip at mid tide line","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-OCT-01","Pinniped"
"NW-2008-1085875","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Tip of Gertrude Is.","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-OCT-01","Pinniped"
"NW-2008-1085877","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","West side mid island","47.2179","dd.dddd","Ð122.6565","dd.dddd",2008,"2008-SEP-27","Pinniped"
"NW-2008-1085879","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","East side Gertrude Is. tip","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-OCT-14","Pinniped"
"NW-2008-1085881","Phoca","Seal, harbor","WDFW/MMI","Gertrude Island","Pierce","WA","Gertrude Island Tip","47.2096","dd.dddd","Ð122.6568","dd.dddd",2008,"2008-OCT-28","Pinniped"
"NW-2009-1093949","Phoca","Seal, harbor","WDFW/MMI","Seattle","King","WA","1005 Harbor Ave, Alki","47.594","dd.dddd","Ð122.3834","dd.dddd",2009,"2009-JUN-03","Pinniped"
"NW-2009-1093951","Phoca","Seal, harbor","WDFW/MMI","Anderson Island","Pierce","WA","SE side Oro Bay","47.1432","dd.dddd","Ð122.7085","dd.dddd",2009,"2009-MAY-04","Pinniped"
"NW-2025-1093955","Zalophus","Sea lion, California","WDFW/MMI","Westport","Grays Harbor","WA","South of Bonge","46.7953","decimal degrees","Ð124.0997","decimal degrees",2009,"2009-MAR-09","Pinniped"
"NW-2029-1093957","Eumetopias","Sea lion, Steller","WDFW/MMI","Grayland","Grays Harbor","WA","half a mile south a cranberry beach","46.8465","decimal degrees","Ð124.1118","decimal degrees",2009,"2009-MAR-09","Pinniped"
