"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"SWC-ZC-13-254B","SW-2013-1151849","SeaWorld of California","Sea lion, California","2013-MAR-30","CA","San Diego","LA JOLLA","TORREY PINES STATE BEACH NEAR NORTH TORREY PINES AND CARMEL VALLEY ROAD.",117.1505,32.8061558059814,-84.3443441940186,-32.5602,-117.233907868453,-84.6737078684533
"SWC-MA-12-11B","SW-2012-1142766","SeaWorld of California","Seal, northern elephant","2012-APR-09","CA","San Diego","DEL MAR","TORREY PINES. BELOW GLIDERPORT AT 2800 TORREY PINES SCENIC DRIVE",117.24386,32.8061558059814,-84.4377041940186,-32.8878,-117.233907868453,-84.3461078684533
"SWC-ZC-13-03B","SW-2013-1146371","SeaWorld of California","Sea lion, California","2013-JAN-08","CA","San Diego","DEL MAR","NORTH SIDE OF DEL MAR DOG BEACH",117.270212,32.8061558059814,-84.4640561940186,-32.976052,-117.233907868453,-84.2578558684533
"SWC-ZC-07-176B","SW-2007-1071239","SeaWorld of California","Sea lion, California","2007-OCT-28","CA","San Diego","LA JOLLA","HORSESHOE CAVE 220 COAST BOULEVARD",117.28141,32.8061558059814,-84.4752541940186,-32.84007,-117.233907868453,-84.3938378684533
"SWC-ZC-07-175B","SW-2007-1071235","SeaWorld of California","Sea lion, California","2007-OCT-27","CA","San Diego","CARLSBAD","BUENA VISTA LAGOON AT SOUTHSIDE BEACH",117.32993,32.8061558059814,-84.5237741940186,-33.14883,-117.233907868453,-84.0850778684533
"SWC-CU-08-130B","SW-2008-1083917","SeaWorld of California","Seal, Northern fur","2008-NOV-19","CA","San Diego","OCEANSIDE","END OF SURFRIDER WAY",117.38837,32.8061558059814,-84.5822141940186,-33.19705,-117.233907868453,-84.0368578684533
"SWC-ZC-09-115B","SW-2009-1093563","SeaWorld of California","Sea lion, California","2009-JUN-05","CA","San Diego","CAMP PENDLETON","WHITE BEACH ON MARINE CORP BASE CAMP PENDLETON",117.44774,32.8061558059814,-84.6415841940186,-33.26721,-117.233907868453,-83.9666978684533
"PMMC-Z-13-05-08-323","SW-2013-1149540","Pacific Marine Mammal Center","Sea lion, California","2013-MAY-08","CA","Orange","LAGUNA BEACCH","IRVINE COVE",117.47948,33.4288729554098,-84.0506070445902,-117.485402,-117.695306882181,-0.20990488218105
"TMMC-CSL-8092","SW-2009-1101637","The Marine Mammal Center","Sea lion, California","2009-APR-16","CA","Monterey","PACIFIC GROVE","ASILOMAR STATE BEACH BETWEEN TOWER #12 AND #13",121.94,36.6521344782035,-85.2878655217965,-36.63,-121.836668470617,-85.2066684706166
"NMMC-LH-06-16","SW-2006-1056571",NA,"Seal, harbor","2006-MAR-30","CA","Humboldt","CENTERVILLE","CENTERVILLE BEACH",124.21,40.8069794130663,-83.4030205869337,-40.34,-124.122170449186,-83.7821704491865
"PMMC-Z-08-06-15-057","SW-2008-1078349","Pacific Marine Mammal Center","Sea lion, California","2008-JUN-15","CA","Orange","HUNTINGTON BEACH","DOG BEACH",333.4013,33.4288729554098,-299.97242704459,-118.0113,-117.695306882181,0.315993117818962
"SBMMC-10-393","SW-2010-1136747","Santa Barbara Marine Mammal Center","Sea lion, California","2010-DEC-21","CA","Santa Barbara","Santa Barbara","SB Harbor",333.4125,34.3506933583508,-299.061806641649,-119.697222,-119.641280476655,0.0559415233449414
"PMMC-M-06-05-21-043","SW-2006-1058117","Pacific Marine Mammal Center","Seal, northern elephant","2006-APR-21","CA","Orange","LAGUNA BEACH","CRYSTAL COVE, EL MORRO TRAILER PARK AREA",334,33.4288729554098,-300.57112704459,-117.52,-117.695306882181,-0.175306882181047
"FMMMCC-08-315","SW-2008-1086497","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2008-AUG-08","CA","Los Angeles","MALIBU","LEO CARRILLO BEACH",334.043889,33.9463884433333,-300.097500556667,-118.935,-118.555894658204,0.379105341796091
"CIMWI10-D-076-ZC-059","SW-2010-1142887","Channel Islands Marine and Wildlife Institute","Sea lion, California","2010-AUG-16","CA","Ventura","Ventura","Santa Clara River Estuary area",343.14,34.1860281307087,-308.953971869291,-119.16,-119.214604851601,-0.0546048516010558
"SBMMC-14-03","SW-2014-1172109","Santa Barbara Marine Mammal Center","Seal, harbor","2014-JAN-08","CA","Santa Barbara","Carpinteria","Near Clerp., Rincon Point",346.3668,34.3506933583508,-312.016106641649,-119.4847,-119.641280476655,-0.156580476655051
"NONE-ASSIGNED","SW-2007-1078489","Private Citizen (SW)","UNIDENTIFIED WHALE","2007-MAY-31","CA","San Diego","PT. LOMA","5.5 MILES OFF PT. LOMA LIGHTHOUSE",3236,32.8061558059814,-3203.19384419402,-11719,-117.233907868453,11601.7660921315
"NONE-ASSIGNED","SW-2007-1076283","CALIFORNIA DEPARTMENT OF PARKS & RECREATION, SAN DIEGO","Sea lion, California","2007-APR-27","CA","San Diego","CARLSBAD","TOWER #22, SOUTH CARLSBAD STATE BEACH",3305,32.8061558059814,-3272.19384419402,-11718,-117.233907868453,11600.7660921315
"NONE-ASSIGNED","SW-2007-1081639","CALIFORNIA DEPARTMENT OF PARKS & RECREATION, CARLSBAD","Seal, northern elephant","2007-JUN-23","CA","San Diego","CARLSBAD","TAMARAACK BEACH, CARLSBAD STATE BEACH",3308,32.8061558059814,-3275.19384419402,-11720,-117.233907868453,11602.7660921315
"SWFSC-KXD-0119","SW-2007-1066655","Southwest Fisheries Science Center","Dolphin, common, long-beaked","2007-APR-29","CA","San Diego","CAMP PENDLETON","CAMP PENDLETON, DEL MAR BEACH",3313,32.8061558059814,-3280.19384419402,-11725,-117.233907868453,11607.7660921315
"NONE-ASSIGNED","SW-2007-1087857","Private Citizen (SW)","Sea lion, California","2007-DEC-30","CA","Los Angeles",NA,"HORSESHOE KELP",3340,33.9463884433333,-3306.05361155667,-11812,-118.555894658204,11693.4441053418
"NONE-ASSIGNED","SW-2007-1085621","SCATTERGOOD GENERATING STATION","Sea lion, California","2007-NOV-03","CA","Los Angeles","PLAYA DEL REY","12700 VISTA DEL MAR",3355,33.9463884433333,-3321.05361155667,-11826,-118.555894658204,11707.4441053418
"SBMNH-2007-09","SW-2007-1066197","Santa Barbara Museum of Natural History","Dolphin, Risso's","2007-MAR-29","CA","Ventura",NA,"ORMOND BEACH",3407,34.1860281307087,-3372.81397186929,-11910,-119.214604851601,11790.7853951484
"NONE-ASSIGNED","SW-2007-1081561","Channel Islands Marine and Wildlife Institute","Sea lion, California","2007-JUN-21","CA","Ventura","PORT HUENEME","NAVAL BASE VENTURA COUNTY, PORT HUENEME WHARF D ON FLOATING DOCK",3408,34.1860281307087,-3373.81397186929,-11912,-119.214604851601,11792.7853951484
"NONE-ASSIGNED","SW-2007-1072041","ORCA","Sea lion, California","2007-APR-02","CA","Ventura","OXNARD","WEST END OF FIFTH STREET",3412,34.1860281307087,-3377.81397186929,-11915,-119.214604851601,11795.7853951484
"NONE-ASSIGNED","SW-2007-1087063","CALIFORNIA DEPARTMENT OF PARKS & RECREATION, VENTURA","Sea lion, California","2007-SEP-23","CA","Ventura","VENTURA","MCGRATH STATE BEACH, ESTUARY SANDBAR",3414,34.1860281307087,-3379.81397186929,-11915,-119.214604851601,11795.7853951484
"NONE-ASSIGNED","SW-2007-1081419","Channel Islands Marine and Wildlife Institute","Sea lion, California","2007-JUN-19","CA","Ventura",NA,"RINCON PARKWAY BETWEEN SPACES 14-15",3419,34.1860281307087,-3384.81397186929,-11924,-119.214604851601,11804.7853951484
"SBMMC-07-128","SW-2007-1081529","Santa Barbara Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","Santa Barbara","SANTA BARBARA","EAST BEACH",3424,34.3506933583508,-3389.64930664165,-11940,-119.641280476655,11820.3587195233
"SBMMC-07-127","SW-2007-1081417","Santa Barbara Marine Mammal Center","Sea lion, California","2007-JUN-19","CA","Santa Barbara",NA,"LOON POINT",3424,34.3506933583508,-3389.64930664165,-11952,-119.641280476655,11832.3587195233
"SBMMC-07-130","SW-2007-1081559","Santa Barbara Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","Santa Barbara","SANTA BARBARA","SANTA BARBARA HARBOR",3424,34.3506933583508,-3389.64930664165,-11941,-119.641280476655,11821.3587195233
"SBMMC-07-129","SW-2007-1081557","Santa Barbara Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","Santa Barbara",NA,"CORAL CASINO",3424,34.3506933583508,-3389.64930664165,-11938,-119.641280476655,11818.3587195233
"TMMC-CSL-7307","SW-2007-1081961","The Marine Mammal Center","Sea lion, California","2007-JUL-01","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR REREATION AREA, OSO FLACO CREEK",3503,35.3012965156931,-3467.69870348431,-120.63,-120.844880020444,-0.214880020443928
"TMMC-CSL-7286","SW-2007-1081525","The Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA, PIER AVENUE",3510,35.3012965156931,-3474.69870348431,-12063,-120.844880020444,11942.1551199796
"TMMC-CSL-7315","SW-2007-1082017","The Marine Mammal Center","Sea lion, California","2007-JUL-04","CA","San Luis Obispo","PISMO BEACH","PISMO STATE BEACH, NORTH OF GRAND AVENUE, NORTH BEACH CAMPGROUND",3513,35.3012965156931,-3477.69870348431,-12064,-120.844880020444,11943.1551199796
"TMMC-CSL-7296","SW-2007-1081563","The Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","San Luis Obispo","MORRO BAY","MORRO BAY HARBOR, NEAR FUEL DOCK NEAR LIGHTHOUSE OFF MAIN STREET",3534,35.3012965156931,-3498.69870348431,-12084,-120.844880020444,11963.1551199796
"TMMC-CSL-7312","SW-2007-1082011","The Marine Mammal Center","Sea lion, California","2007-JUL-03","CA","San Luis Obispo","MORRO BAY","MORRO BAY HARBOR, NORTH T PIER",3537,35.3012965156931,-3501.69870348431,-12085,-120.844880020444,11964.1551199796
"TMMC-CSL-7291","SW-2007-1081569","The Marine Mammal Center","Sea lion, California","2007-JUN-22","CA","San Luis Obispo",NA,"SAN SIMEON STATE BEACH, SOUTH OF SAN SIMEON CREEK NORTH OF CAMBRIA",3559,35.3012965156931,-3523.69870348431,-121.125,-120.844880020444,0.280119979556076
"TMMC-CSL-7232-R1","SW-2007-1082001","The Marine Mammal Center","Sea lion, California","2007-JUL-03","CA","Monterey","MONTEREY","DEL MONTE BEACH, IN FRONT OF WHARF #2",3660,36.6521344782035,-3623.3478655218,-12188,-121.836668470617,12066.1633315294
"TMMC-CSL-7284","SW-2007-1081411","The Marine Mammal Center","Sea lion, California","2007-JUN-19","CA","Monterey","MONTEREY","SANTA ROSALIA BEACH AT BASE OF FISHERMANS WHARF",3660,36.6521344782035,-3623.3478655218,-12189,-121.836668470617,12067.1633315294
"TMMC-CSL-7431","SW-2007-1085217","The Marine Mammal Center","Sea lion, California","2007-AUG-25","CA","Monterey","MONTEREY","FISHERMANS WHARF, A DOCK NEAR THE HARBOR MASTERS OFFICE",3660,36.6521344782035,-3623.3478655218,-12189,-121.836668470617,12067.1633315294
"TMMC-CSL-7289","SW-2007-1081565","The Marine Mammal Center","Sea lion, California","2007-JUN-22","CA","Santa Cruz",NA,"SUNSET STATE BEACH, PAJARO DUNES SOUTH END",3685,36.9500520030922,-3648.04994799691,-121.811,-121.962930766365,-0.151930766365197
"TMMC-CSL-7306","SW-2007-1081959","The Marine Mammal Center","Sea lion, California","2007-JUL-01","CA","Santa Cruz",NA,"HIDDEN BEACH",3694,36.9500520030922,-3657.04994799691,-12189,-121.962930766365,12067.0370692336
"TMMC-CSL-7294","SW-2007-1081657","The Marine Mammal Center","Sea lion, California","2007-JUN-24","CA","Santa Cruz","SANTA CRUZ","SANTA CRUZ MUNICIPAL WHARF, 2ND FLOATING DOCK",3695,36.9500520030922,-3658.04994799691,-12201,-121.962930766365,12079.0370692336
"TMMC-CSL-7285","SW-2007-1081423","The Marine Mammal Center","Sea lion, California","2007-JUN-20","CA","Santa Cruz","SANTA CRUZ","SANTA CRUZ WHARF LANDING BELOW BOAT RENTALS",3696,36.9500520030922,-3659.04994799691,-12202,-121.962930766365,12080.0370692336
"TMMC-CSL-7288","SW-2007-1081527","The Marine Mammal Center","Sea lion, California","2007-JUN-21","CA","San Mateo",NA,"SAN GREGORIO STATE BEACH NORTH END",3732,37.414328568614,-3694.58567143139,-12240,-122.423210366016,12117.576789634
"TMMC-CSL-7209-R1","SW-2007-1081407","The Marine Mammal Center","Sea lion, California","2007-JUN-18","CA","San Francisco","SAN FRANCISCO","OCEAN BEACH, OFF GREAT HIGHWAY AND PACHECO STREET",3774,37.7539533290175,-3736.24604667098,-12250,-122.488784927995,12127.511215072
"TMMC-CSL-7292","SW-2007-1081607","The Marine Mammal Center","Sea lion, California","2007-JUN-22","CA","San Francisco","SAN FRANCISCO","OCEAN BEACH, APPROXIMATELY 100 YARDS SOUTH OF THE CLIFF HOUSE",3777,37.7539533290175,-3739.24604667098,-12251,-122.488784927995,12128.511215072
"TMMC-ES-2650-R1","SW-2007-1081971","The Marine Mammal Center","Seal, northern elephant","2007-JUL-01","CA","Marin",NA,"BOLINAS BEACH, JUST AT INLET TO LAGOON",3790,37.9381007172236,-3752.06189928278,-12268,-122.700538206835,12145.2994617932
"TMMC-C-238","SW-2007-1081451","The Marine Mammal Center","Porpoise, harbor","2007-JUN-20","CA","Marin","STINSON BEACH","SEADRIFT BEACH #170",3790,37.9381007172236,-3752.06189928278,-12266,-122.700538206835,12143.2994617932
"PMMC-Z-16-01-15-011","SW-2016-1181885","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-15","CA","Orange","San Clemente","SAN CLEMENTE CITY BEACH TOWER 11",33251.57,33.4288729554098,-33218.1411270446,-117376.1,-117.695306882181,117258.404693118
"PMMC-Z-16-01-28-023","SW-2016-1181891","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-28","CA","Orange","San Clemente","SAN CLEMENTE TOWER 11",33253.72,33.4288729554098,-33220.2911270446,-117377.8,-117.695306882181,117260.104693118
"PMMC-Z-16-01-12-008","SW-2016-1181897","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-12","CA","Orange","San Clemente","UNDER SAN CLEMENTE PIER",33259.74,33.4288729554098,-33226.3111270446,-1173714.07,-117.695306882181,1173596.37469312
"PMMC-Z-16-02-03-031","SW-2016-1181884","Pacific Marine Mammal Center","Sea lion, California","2016-FEB-03","CA","Orange","SAN CLEMENTE","UNDER SAN CLEMENTE PIER",33259.85,33.4288729554098,-33226.4211270446,-1173714.03,-117.695306882181,1173596.33469312
"PMMC-Z-16-01-24-018","SW-2016-1181900","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-24","CA","Orange","DANA POINT","CAPO BEACH",33276.27,33.4288729554098,-33242.8411270446,-1173947.01,-117.695306882181,1173829.31469312
"PMMC-Z-16-01-30-026","SW-2016-1181887","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-30","CA","Orange","Newport Beach","PCH AND MAIN",33361.72,33.4288729554098,-33328.2911270446,-1175345.7,-117.695306882181,1175228.00469312
"PMMC-Z-16-01-26-020","SW-2016-1181894","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-26","CA","Orange","Newport Beach","44TH STREET",33379.38,33.4288729554098,-33345.9511270446,-1175624.47,-117.695306882181,1175506.77469312
"CIMWI-08-031-ZC-29","SW-2008-1087915","Channel Islands Marine and Wildlife Institute","Sea lion, California","2008-JUL-28","CA","Ventura","Ventura","San Buenaventura State Beach Next to Ventura Pier",34016.52,34.1860281307087,-33982.3339718693,-119.1748,-119.214604851601,-0.0398048516010476
"SWFSC-KXD0117","SW-2007-1066465","Southwest Fisheries Science Center","Dolphin, common, long-beaked","2007-APR-25","CA","San Diego","LA JOLLA","SOUTH END OF LA JOLLA SHORES BEACH, IN FRONT OF MARINE ROOM",325105,32.8061558059814,-325072.193844194,-1171544,-117.233907868453,1171426.76609213
"NONE-ASSIGNED","SW-2007-1075261","SAN DIEGO DEPARTMENT OF PARKS & RECREATION","Sea lion, California","2007-APR-15","CA","San Diego","ENCINITAS","SAN ELIJO STATE BEACH, 200 YARDS NORTH OF LIFEGUARD TOWER #18",330129,32.8061558059814,-330096.193844194,-1171711,-117.233907868453,1171593.76609213
"NONE-ASSIGNED","SW-2007-1072003","OCEAN INSTITUTE","Seal, northern elephant","2007-APR-01","CA","San Diego","SAN ONOFRE","SAN ONOFRE STATE BEACH, TRAIL 1",332135,32.8061558059814,-332102.193844194,-1173228,-117.233907868453,1173110.76609213
"SCE07-12","SW-2007-1075343","Southern California Edison","Seal, harbor","2007-APR-17","CA","San Diego","SAN ONOFRE","SAN ONOFRE NUCLEAR GENERATING STATION, UNIT 3",332143,32.8061558059814,-332110.193844194,-1173346,-117.233907868453,1173228.76609213
"SCE07-13","SW-2007-1075345","Southern California Edison","Seal, harbor","2007-APR-17","CA","San Diego","SAN ONOFRE","SAN ONOFRE NUCLEAR GENERATING STATION, UNIT 3",332143,32.8061558059814,-332110.193844194,-1173346,-117.233907868453,1173228.76609213
"SCE07-17","SW-2007-1076801","Southern California Edison","Sea lion, California","2007-MAY-01","CA","San Diego","SAN ONOFRE","SAN ONOFRE NUCLEAR GENERATING STATION, UNIT 3",332143,32.8061558059814,-332110.193844194,-1173346,-117.233907868453,1173228.76609213
"PMMC-M-07-04-07-019","SW-2007-1065777","Pacific Marine Mammal Center","Seal, northern elephant","2007-APR-07","CA","Orange","SAN ONOFRE","TRAIL 6",332221,33.4288729554098,-332187.571127045,-1173402,-117.695306882181,1173284.30469312
"PMMC-Z-16-02-05-036","SW-2016-1181872","Pacific Marine Mammal Center","Sea lion, California","2016-FEB-05","CA","Orange","San Clemente","SAN CLEMENTE STATE BEACH",332340.57,33.4288729554098,-332307.141127045,-1173557.8,-117.695306882181,1173440.10469312
"PMMC-P-07-04-09-005","SW-2007-1065757","Pacific Marine Mammal Center","Seal, harbor","2007-APR-09","CA","Orange","SAN CLEMENTE","UNDER SAN CLEMENTE MUNICIPAL PIER",332509,33.4288729554098,-332475.571127045,-1173713,-117.695306882181,1173595.30469312
"PMMC-M-07-04-07-018","SW-2007-1065771","Pacific Marine Mammal Center","Seal, northern elephant","2007-APR-07","CA","Orange","SAN CLEMENTE","NORTH OF SAN CLEMENTE MUNICIPAL PIER",332532,33.4288729554098,-332498.571127045,-1173737,-117.695306882181,1173619.30469312
"PMMC-M-07-04-08-022","SW-2007-1065781","Pacific Marine Mammal Center","Seal, northern elephant","2007-APR-08","CA","Orange","DANA POINT","MONARCH BEACH",332714,33.4288729554098,-332680.571127045,-1174307,-117.695306882181,1174189.30469312
"PMMC-Z-16-01-17-014","SW-2016-1181896","Pacific Marine Mammal Center","Sea lion, California","2016-JAN-17","CA","Orange","DANA POINT HARBOR","DANA POINT HARBOR ON JETTY ACROSS FROM FUELING DOCK",332728.55,33.4288729554098,-332695.121127045,-1174123.5,-117.695306882181,1174005.80469312
"PMMC-Z-06-12-10-074","SW-2006-1063139","Pacific Marine Mammal Center","Sea lion, California","2006-DEC-10","CA","Orange","DANA POINT","SALT CREEK BEACH",332810,33.4288729554098,-332776.571127045,-1174304,-117.695306882181,1174186.30469312
"PMMC-P-07-04-06-004","SW-2007-1065755","Pacific Marine Mammal Center","Seal, harbor","2007-APR-06","CA","Orange","DANA POINT","MONARCH BEACH",332814,33.4288729554098,-332780.571127045,-1174307,-117.695306882181,1174189.30469312
