National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2016-1193814,16Pp09SepWH-4,16NWR09112,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Rick Wood,,Whatcom Marine Mammal Stranding Network,NW,Blaine,Whatcom,WA,Pacific Ocean,Blaine Harbor Marina by the northern end inlet,48.5932,decimal degrees,actual,122.4547,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2016-SEP-09,2016,SEP,9,,,Moderate Decomposition,N,2016-SEP-09,2016,SEP,9,Moderate Decomposition,N,FEMALE,,Y,N,42,in,actual,85,lb,estimate,Y,,frozen,2016-NOV-21,2016,NOV,21,,Was used for necropsy training. and pectoral and mandible parts sent to Baylorfor Stephanie Norman's for bone density research project.,
NW-2016-1191951,EJC_2016_024,16NWR11001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Fort Flagler State Park,Jefferson County,WA,Pacific Ocean,Near North end of Marrowstone Island,48.119444,decimal degrees,actual,–122.744722,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2016-NOV-01,2016,NOV,1,Beach or Land,,Advanced Decomposition,N,2016-NOV-01,2016,NOV,1,Advanced Decomposition,N,UNKNOWN,UNKNOWN,N,Y,51,in,estimate,,,,N,,,,,,,,"Head missing or decomposed skeleton visable to mid-ribs. Lower part of body and tail intact. Small injury noted on ventral side (red spot in photo). Edges are sharp. Otherwise, animal too deteriorated to determine cause of death",
NW-2012-1146051,2012-SJ074,12NWR11017,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Decatur Island,San Juan,WA,Pacific Ocean,"E side, floating",48.5,decimal degrees,actual,–122.79,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-NOV-16,2012,NOV,16,Floating,,Condition Unknown,N,2012-NOV-16,2012,NOV,16,Advanced Decomposition,N,MALE,UNKNOWN,N,Y,0,cm,estimate,,,,N,,,,,,,,Headless and tailess male Pp floating - no obvious injuries on remaining portion of body.,
NW-2003-1001442,MBHPp03730,03NWR07038,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Stephen Raverty,NOAA Fisheries,NOAA Fisheries,NW,Bellingham,Whatcom,WA,Puget Sound,Cherry Point,,,N,,,N,,,N,N,N,N,N,,,,,,2003-JUL-29,2003,JUL,29,Beach or Land,,Alive,N,2003-JUL-29,2003,JUL,29,Fresh Dead,N,FEMALE,PUP/CALF,,,84.5,cm,actual,85.5,kg,actual,,,,2003-AUG-04,2003,AUG,4,"Raverty, S. and Norman, S",,
NW-2014-1169766,HMSC14-10-29-Er,14NWR10042,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Port Orford,Curry,OR,Pacific Ocean,Battle Rock beach,42.74147,dd.dddd,,–124.48936,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2014-OCT-29,2014,OCT,29,Beach or Land,,Moderate Decomposition,N,2014-OCT-30,2014,OCT,30,Moderate Decomposition,N,UNKNOWN,YEARLING,Y,N,840,cm,estimate,0,lb,estimate,N,,,,,,,,,
NW-2012-1152578,WDFW2012-150,12NWR09116,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Kingston,Kitsap,WA,Puget Sound,12428 brigantine ct,47.4649,dd.dddd,estimate,–122.2858,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2012-SEP-10,2012,SEP,10,Beach or Land,,Fresh Dead,N,2012-SEP-10,2012,SEP,10,Fresh Dead,N,UNKNOWN,PUP/CALF,Y,N,90,cm,estimate,12,kg,estimate,N,,,,,,,,Reported dead on beach with one other Pp (WDFW2012-149) not on beach when JSO responded. Pictures were sent to DML. Photos suggest 2-2.5 carcass condition stranding not associated with WDFW2012-149,WDFW2012-150
NW-2012-1144810,12Pp03AugWI-09,12NWR08001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Whidbey Island,Island,WA,Pacific Ocean,"Strait of San de Fuca, approximately 300 feet north of Libbey Park beach access and bulkhead",48.23349,decimal degrees,actual,–122.76555,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,Y,N,N,N,2012-AUG-03,2012,AUG,3,Beach or Land,,Mummified/Skeletal,N,2012-AUG-03,2012,AUG,3,Mummified/Skeletal,N,UNKNOWN,PUP/CALF,N,Y,68,cm,estimate,10,kg,estimate,N,,,,,,,,"Reporting Party called on 8/2/12 with minimal location details on ""dead baby orca"" on a beach near Sierra Community. She had also called earlier in the day but left no details. The tide had come in and it was too late to respond on 8/2/12. Carla Corin, SN volunteer, located the carcass early morning of 8/3/12, took pictures and marked location. SD responded to make accurate identification of this totally mummified carcass. The remains were broken into 3 sections- head, middle and fluke section. The 3 sections were ""reassembled"" on a driftwood log for approximation of length. All flesh was gone except for the flukes which were in good condition.(Fluke width 19 cm). It was verified as a harbor porpoise calf. All internal organs were gone. The head was mummified, had several holes and measured 13 cm in length from the tip of the snout to the center of the eye socket. Riba and acapula were gone. Identified as a harbor porpoise by the vertebrae. Not a Dall's porpoise. Photos taken. Carcass hidden from view from the public behind driftwood. No samples taken.",
NW-2012-1145843,PSU12-05-15-Pp,12NWR05096,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Seaview,Pacific,WA,Pacific,1.3 miles south of Seaview Beach access,46.31202,dd.dddd,actual,–124.07171,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-MAY-15,2012,MAY,15,Beach or Land,,Fresh Dead,N,2012-MAY-15,2012,MAY,15,Fresh Dead,N,FEMALE,ADULT,Y,N,162.5,cm,actual,0,kg,estimate,Y,complete,fresh,2012-MAY-16,2012,MAY,16,Duffield et al.,,
NW-2007-1071981,07Pp21AugWH-06,07NWR08016,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brown Carrasco,Whatcom Marine Mammal Stranding Network,Whatcom Marine Mammal Stranding Network,NW,Blaine,Whatcom,WA,Birch Bay,"Across from Richmond Resort, 8114 Birch Bay Drive",48.938056,decimal degrees,actual,122.751944,decimal degrees,actual,GPS,N,N,N,N,N,N,,Y,N,N,N,2007-AUG-21,2007,AUG,21,Beach or Land,,Alive,N,2007-AUG-21,2007,AUG,21,Fresh Dead,N,FEMALE,PUP/CALF,Y,N,24,in,estimate,15,lb,estimate,Y,,fresh,2007-AUG-21,2007,AUG,21,CRC,There was a small gash on the tailstock that looked like a raptor talon mark. Full necropsy performed by Cascadia.,
NW-2015-1178848,2015-SJ057,15NWR10019,Confirmed- Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,Whale Museum,Whale Museum,NW,Sucia Island,San Juan,WA,Pacific Ocean,"Fox Cove, South Shore of Sucia Island",48.7517,decimal degrees,estimate,–122.9089,decimal degrees,estimate,,N,CBD,N,N,N,N,,Y,N,N,N,2015-OCT-24,2015,OCT,24,Beach or Land,,Moderate Decomposition,N,2015-OCT-26,2015,OCT,26,Moderate Decomposition,N,UNKNOWN,PUP/CALF,N,N,91.4,cm,estimate,,,,N,,,,,,,,"WW naturalist saw dead porpoise on a tour of Sucia, but was unable to report it for two days. He reported that the carcass was starting to ebb with the water when he left it, so no response was made.",
NW-2001-1026963,NW-4540,NMFSNW-4540,,"Porpoise, Dall's",Phocoenoides,dalli,Validated,"Other (see ""Remarks"")",,Unknown,NW,Long Beach Peninsula,Pacific,WA,,.25 mile S of Ocean Park access,,,,,,,,,N,N,N,N,N,,,,,,2001-JUN-15,2001,JUN,15,,,Fresh Dead,N,2001-JUN-15,2001,JUN,15,Moderate Decomposition,N,MALE,,,,54,cm,estimate,,in,actual,N,,,,,,,,examined by USFWS agent,4540
NW-2007-1074703,PSU07-10-19-Pp,07NWR10105,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Sunset Beach,Clatsop,OR,Pacific Ocean,just south of Sunset Beach access,46.08298,decimal degrees,,–123.93848,decimal degrees,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2007-OCT-19,2007,OCT,19,Beach or Land,,Moderate Decomposition,N,2007-OCT-19,2007,OCT,19,Moderate Decomposition,N,MALE,YEARLING,Y,N,98.5,cm,actual,13,kg,actual,Y,limited,frozen,2007-NOV-03,2007,NOV,3,Duffield et al,,
NW-2016-1192679,HMSC16-10-18-Sc,16NWR10027,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Seal Rock,Lincoln,OR,Pacific Ocean,about 400 yards north of Sandpiper Village,44.457823,dd.dddd,,–124.082446,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2016-OCT-18,2016,OCT,18,Beach or Land,,Fresh Dead,N,2016-OCT-18,2016,OCT,18,Fresh Dead,N,MALE,ADULT,N,Y,200,cm,estimate,87,kg,actual,Y,complete,fresh,2016-OCT-18,2016,OCT,18,OSU VDL,,
NW-2007-1071485,HMSC07-08-30-Pp,07NWR08069,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Gold Beach,Curry,OR,Pacific Ocean,just south of Crooked Point,42.25138,decimal degrees,,124.41317,decimal degrees,,GPS,N,CBD,N,N,N,N,,,,,,2007-AUG-30,2007,AUG,30,Beach or Land,,Mummified/Skeletal,N,2007-AUG-30,2007,AUG,30,Mummified/Skeletal,N,UNKNOWN,YEARLING,,,0,cm,estimate,0,lb,estimate,NA,,,,,,,,partial skull only found,
NW-2012-1146000,HMSC12-08-18-Pp,12NWR08040,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Yachats,Lincoln,OR,Pacific Ocean,near Deane's Oceanfront Lodge,44.358888,dd.dddd,,–124.094825,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-AUG-18,2012,AUG,18,Beach or Land,,Moderate Decomposition,N,2012-AUG-18,2012,AUG,18,Moderate Decomposition,N,FEMALE,ADULT,Y,N,185,cm,actual,0,lb,estimate,Y,limited,fresh,2012-AUG-20,2012,AUG,20,Jim Rice,,
NW-2008-1081203,CRC-851,08NWR07060,Confirmed- High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Sekiu,Clallam,WA,Strait of Juan de Fuca,off Chito Beach,,,,,,,GPS,N,Y,N,N,Y,N,,N,N,N,,2008-JUL-05,2008,JUL,5,,,Alive,N,2008-JUL-05,2008,JUL,5,Alive,N,UNKNOWN,SUBADULT,N,N,30,ft,Estimated,,,,N,,,,,,,,"Efforts to save an entangled young humpback whale were started on 5 July 2008 off Sekiu, Washington. The whale was reported earlier in the day and a response by Makah Fisheries and Cascadia Research in collaboration with NOAA were initiated. The animal wa",CRC-851
NW-2002-1000067,02-GH-003,02NWR07003,Confirmed - Minimum,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Public,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1 mile N of main access,,,,,,,,,CBD,N,N,N,,,,,,,2002-JUL-29,2002,JUL,29,Beach or Land,,Condition Unknown,N,2002-JUL-10,2002,JUL,10,Moderate Decomposition,,UNKNOWN,SUBADULT,,,48,in,estimate,,kg,actual,Y,,,2002-JUL-29,2002,JUL,29,,,call initially taken by Dyanna Lambourn at WDFW
NW-2009-1090853,PSU09-03-02-Pp,09NWR02026,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Arch Cape,Clatsop,OR,Pacific Ocean,Falcon Cove,45.79211,dd.dddd,,–123.96788,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-FEB-28,2009,FEB,28,Beach or Land,,Fresh Dead,N,2009-MAR-02,2009,MAR,2,Fresh Dead,N,MALE,SUBADULT,Y,N,139.5,cm,actual,0,lb,estimate,Y,limited,frozen,2009-MAR-08,2009,MAR,8,Duffield,,
NW-2010-1126551,CRC-1086,10NWR07133,Confirmed- High Report,"Whale, Hubbs' beaked",Mesoplodon,carlhubbsi,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,Clallam,WA,Pacific Ocean,"La Push, 2nd beach",47.8882,dd.dddd,,–124.6251,dd.dddd,,GPS,N,CBD,N,N,N,N,,Y,Y,N,,2010-JUL-29,2010,JUL,29,Beach or Land,,Advanced Decomposition,N,2010-AUG-02,2010,AUG,2,Advanced Decomposition,N,FEMALE,UNKNOWN,N,Y,360,cm,Actual,0,,,Y,,,,,,,,Gender and species determined by SWFSC.,CRC-1086
NW-2016-1191193,CRC-1544,16NWR08026,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Puget Sound,Butterclam approach,46.962,dd.dddd,estimate,–124,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2016-AUG-10,2016,AUG,10,Beach or Land,,Fresh Dead,Y,2016-AUG-11,2016,AUG,11,Fresh Dead,N,FEMALE,PUP/CALF,Y,N,80,cm,estimate,,,,N,,,,,,,,first seen 09-Aug but not reported until late 10-Aug. Animal gone at response on 11-Aug.,
NW-2014-1170643,HMSC14-12-27-Sc,14NWR12031,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Lincoln City,Lincoln,OR,Pacific Ocean,Roads End; later found dead at Taft,45.008407,dd.dddd,,–124.010316,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2014-DEC-27,2014,DEC,27,Beach or Land,,Alive,N,2014-DEC-28,2014,DEC,28,Fresh Dead,N,FEMALE,ADULT,Y,N,250,cm,estimate,70,kg,actual,Y,complete,fresh,2014-DEC-30,2014,DEC,30,OSU VDL,,
NW-2014-1159720,14Pp21SepWI-09,14NWR09015,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Whidbey Island,Island,WA,Pacific Ocean,"Strait of San de Fuca, 1.2 miles north of Ebeys Landing parking lot",48.20153,decimal degrees,estimate,–122.7365,decimal degrees,estimate,Map,N,Y,N,N,Y,N,,N,N,N,Y,2014-SEP-21,2014,SEP,21,Beach or Land,,Fresh Dead,N,2014-SEP-21,2014,SEP,21,Fresh Dead,N,FEMALE,YEARLING,Y,N,110.5,cm,actual,21.9,kg,actual,Y,complete,fresh,2014-SEP-23,2014,SEP,23,S. Norman,"Carcass located on Sep 21, 2014 around 11am about 1.2 miles north of Ebey's Landing beach parking lot. Found in mid-tidal area of beach and moved to high tide zone until pickup. Body showed scavenging holes around left eye and eye area. Lots of scrape marks all over body from rolling on pebbles and in the sand and possible claw or peck marks from scavenging birds. Otherwise the body was intact. The skin was scraped off a large area of the center left side. The carcass was carried off trhe beach around noon and placed into the cooler with ice around 1:30 pm. Delivered to SN headquarters in Freeland where it was kept on ice until necroposy on Sept. 23. There were NSF of the internal organs. Upon opening the skull for examination of the brain, the ventral brain stem was surrounded by hemorrhage extending to the ventral base of the skull and surrounding the entire caudal part of the cerebellum. Hemorrhage was also found deep into the atlas/axis area. Hemorrhage is on the right side of deep connective tissue beneath the blubber by C1 and C2 and surrounding the spinal cord. Update from J. Higgins: I received photos from Susan from the day that they got the stranding report, they collected and examined at least one day later. In the original photos you can clearly see monofilament impressions around the head and rostrum, but by the time they examined the animal themselves they could not see them anymore due to skin cracking and sloughing. I reviewed the photos with Stephanie Norman later (she had done the necropsy) and she agreed that it was an entanglement case based on the impressions in the photos, even though they did not see them at the necropsy.",Brenda Dewey
NW-2016-1192693,HMSC16-11-21-Kb,16NWR11021,Confirmed - High Report,"Whale, pygmy sperm",Kogia,breviceps,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Gold Beach,Curry,OR,Pacific Ocean,on beach next to Ireland Rustic Lodges,42.403044,dd.dddd,,–124.425746,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2016-NOV-21,2016,NOV,21,Beach or Land,,Alive,N,2016-NOV-22,2016,NOV,22,Fresh Dead,N,MALE,ADULT,Y,N,338,cm,actual,0,lb,estimate,Y,complete,fresh,2016-NOV-22,2016,NOV,22,"OSU VDL, Jim Rice",,
NW-2003-1001929,CRC-498,03NWR09048,Confirmed - High Report,"Whale, sei",Balaenoptera,borealis,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Port Angeles,Clallam,WA,Puget Sound,,,,N,,,N,,,Y,Y,N,N,Y,container ship,,,,,2003-SEP-12,2003,SEP,12,Beach or Land,,Fresh Dead,N,2003-SEP-15,2003,SEP,15,Moderate Decomposition,N,MALE,ADULT,,,1304,cm,actual,,,,Y,,,,,,,Cascadia and NMML,,
NW-2013-1155160,WDFW2013-111,13NWR12014,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,University Place,Pierce,WA,Puget Sound,Titlow Beach Retention pond,47.2483,dd.dddd,actual,–122.5511,dd.dddd,actual,Internet/Software,N,N,N,N,N,N,,Y,Y,Y,,2013-DEC-14,2013,DEC,14,Beach or Land,,Fresh Dead,N,2013-DEC-16,2013,DEC,16,Fresh Dead,N,MALE,SUBADULT,Y,N,122.5,cm,actual,31.5,kg,actual,Y,complete,fresh,2013-DEC-17,2013,DEC,17,WDFW/MMI/CRC,"first seen on 14th, recovered at low tide on 16th, put on ice for necropsy following day. Note, killer whales and sea lions in general area prior to stranding event.",
NW-2008-1078019,CRC-846,08NWR05038,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Westport,Grays Harbor,WA,Pacific Ocean,Twin Harbors State Park,46.8526,dd.dddd,,–124.1133,dd.dddd,,Internet/Software,N,Y,N,N,Y,N,,Y,Y,Y,,2008-MAY-24,2008,MAY,24,Beach or Land,,Fresh Dead,N,2008-MAY-25,2008,MAY,25,Fresh Dead,N,MALE,SUBADULT,Y,N,127,cm,Actual,25.5,kg,Actual,Y,complete,fresh,2008-MAY-25,2008,MAY,25,CRC,Brad p/u off beach @ 1900 on 24 May. Left @ ranger station on ice for pick up on 5/25/08 by JLH.,CRC-846
NW-2011-1131027,CRC-1152,11NWR04009,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,,Cascadia Research,Cascadia Research,NW,Forks,Clallam,WA,Pacific Ocean,"Just S of Toleak Point, 3rd Beach",47.8333,dd.dddd,,–124.5325,dd.dddd,,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2011-APR-28,2011,APR,28,Beach or Land,,Fresh Dead,Y,,,,,Fresh Dead,N,UNKNOWN,ADULT,Y,N,175,cm,Estimated,0,,,N,,,,,,,,"RP is former Cascadia employee, familiar with local marine mammals. No photos available.",CRC-1152
NW-2005-1044533,05-CM-046,05NWR05011,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Port Angeles,Clallam,WA,Strait of Juan de Fuca,W side of Ediz Hook,,,,,,,,N,CBD,N,N,N,N,,,,,,2005-MAY-12,2005,MAY,12,Beach or Land,,Fresh Dead,N,2005-MAY-12,2005,MAY,12,Fresh Dead,N,MALE,SUBADULT,,,130,cm,actual,100,kg,estimate,Y,,,2005-JUN-02,2005,JUN,2,Raverty and Norman,,
NW-2005-1049721,2005-SJ075,05NWR07086,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,North Matia Island,San Juan,WA,Puget Sound,N of island,49.45.05,deg/min/sec,estimate,122.50.00,deg/min/sec,estimate,Map,N,CBD,N,N,N,N,,,,,,2005-JUL-31,2005,JUL,31,Floating,,Fresh Dead,N,2005-JUL-31,2005,JUL,31,Fresh Dead,N,FEMALE,ADULT,,,185,cm,actual,9.2,kg,actual,Y,,,2005-AUG-02,2005,AUG,2,"Gaydos, J.",,
NW-2007-1067975,2007-SJ024,07NWR05015,Confirmed - Medium Report,Unidentified Dolphin/Porpoise,,,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Lopez Island,San Juan,WA,Strait of Juan de Fuca,Private beach on south end of island - caller and place anonymous,,,,,,,,N,CBD,N,N,N,N,,,,,,2007-MAY-14,2007,MAY,14,Beach or Land,,Condition Unknown,N,2007-JUN-08,2007,JUN,8,Mummified/Skeletal,N,UNKNOWN,SUBADULT,,,132,cm,actual,,,,N,,,,,,,,Caller wished to remain anonymous and for pickup location to remain anonymous. Collected skull and intact spinal column to tail. Tail had some skin remaining as did nose tip that was black in color. No signs of trauma on skull. The vertebral column was mostly eaten and the tail chewed and pecked on. Teeth appeared to be in good shape.,
NW-2006-1060969,CRC-757,06NWR07069,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Long Beach,Pacific,WA,Pacific Ocean,,,,,,,,,N,N,N,N,N,N,,,,,,2006-JUN-22,2006,JUN,22,Beach or Land,,Fresh Dead,N,2006-JUN-22,2006,JUN,22,Fresh Dead,N,FEMALE,PUP/CALF,,,82,cm,actual,8,kg,actual,Y,,,2006-JUL-22,2006,JUL,22,Lambourn & Huggins,,
NW-2008-1079705,HMSC08-07-01-Pp,08NWR07016,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Bandon,Coos,OR,Pacific Ocean,Base of Coquille Point Steps,43.11283,dd.dddd,,–124.434570,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2008-JUL-01,2008,JUL,1,Beach or Land,,Fresh Dead,N,,,,,,N,FEMALE,PUP/CALF,Y,N,79.5,cm,estimate,0,lb,estimate,Y,complete,fresh,2008-JUL-01,2008,JUL,1,Diane and Dave Bilderback,very recent calf found by volunteers in pristine condition and necropsied immediately,
NW-2015-1181514,HMSC15-12-06-Pp,15NWR12008,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Newport,Lincoln,OR,Pacific Ocean,"Cobble Beach, Yaquina Head",44.674536,dd.dddd,,–124.076779,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2015-DEC-06,2015,DEC,6,Beach or Land,,Advanced Decomposition,N,2015-DEC-06,2015,DEC,6,Advanced Decomposition,N,FEMALE,UNKNOWN,N,Y,48,in,estimate,0,lb,estimate,N,,,,,,,,,
NW-2009-1099001,09-CM-025,09NWR08030,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,,NMFS,NW,,Clallam,WA,Pacific Ocean,Rialto Beach 200 yards south of hole in the wall,,decimal degrees,,,decimal degrees,,,N,CBD,N,N,N,N,,N,N,N,N,2009-AUG-03,2009,AUG,3,,,Moderate Decomposition,N,2009-AUG-03,2009,AUG,3,Moderate Decomposition,N,UNKNOWN,UNKNOWN,Y,N,48,in,estimate,,,,N,,,,,,,,,
NW-2014-1155878,HMSC14-03-04-Uc,14NWR03004,Confirmed - Minimum,unidentified cetacean,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Cape Lookout State Park,Tillamook,OR,Pacific Ocean,a few miles off Cape Lookout,45.334047,dd.dddd,,–124.083424,dd.dddd,,Internet,N,Y,N,N,Y,N,,N,N,N,N,2014-MAR-04,2014,MAR,4,Swimming,,Alive,Y,,,,,,Y,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,lb,estimate,NA,,,,,,,,"repored by commercial fisherman on F/V Blazer, a 25' ""humpback"" whale with ""king crab"" red poly buoy wrapped around tail and trailing buoy attached to head; fisherman tried to cut line with knife on end of pole but the whale was too active; was swimming and diving, heading in southward direction, sea state deteriorating wth approaching storm system",
